,Backward probabilities
R_1,3.69462372907e-05
R_2,3.95195785579e-05
R_3,0.000543003446184
R_4,5.5171851444e-05
R_5,5.51721814386e-05
R_6,0.000275443189897
R_7,0.00018585090332
R_8,2.4043202819e-05
R_9,0.000275436037665
