,Forward probabilities
R_1,0.186778242709
R_2,0.174616064434
R_3,0.0127084889136
R_4,0.125077427986
R_5,0.125076679876
R_6,0.0250532724313
R_7,0.0371305877593
R_8,0.287014726274
R_9,0.0250539229883
