,Forward rate
R_1,72.1013808075
R_2,67.4715713797
R_3,5.83777498185
R_4,48.613564132
R_5,48.6132793468
R_6,10.5370972431
R_7,15.1346016623
R_8,110.258675177
R_9,10.5373448924
