,log Q_r
R_1,-4.24628909286
R_2,-3.37505895269
R_3,-0.766769996935
R_4,-2.23456205904
R_5,-3.84813788037
R_6,0.971951524455
R_7,-1.83896490269
R_8,-4.66090147249
R_9,-2.25523998812
