,fullS*forward_rate
A,-1.20796555413
B,-2.21618723851
C,1.24027056265
D,2.10305474981
E,-0.000284785178692
F,-0.000247649296739
A_ext,-72.1013808075
D_ext,110.258675177
E_ext,-48.6132793468
F_ext,10.5373448924
