,fullS*backward_rate
A,-1.20768619707
B,-2.21566580723
C,1.24081193527
D,2.1036006137
E,1.25619944447e-07
F,2.7226599324e-06
A_ext,-1.01406442447
D_ext,1.0091525913
E_ext,-1.02100254412
F_ext,1.10485098434
