,Macroscopic Reaction Entropy Production Net Flux
R_1,34.2781103199
R_2,33.3358129022
R_3,6.50703629275
R_4,28.4654777737
R_5,28.465389918
R_6,10.3375193436
R_7,13.5337495365
R_8,39.1674549562
R_9,10.3377046746
