,Backward likelihoods
R_1,0.0143135139358
R_2,0.0153156914309
R_3,0.209132114128
R_4,0.0215223761591
R_5,0.0215223761591
R_6,0.10501182952
R_7,0.0711167958587
R_8,0.0093560149432
R_9,0.10501182952
