,fullS*net_probabilities
A,-8.84708972748e-17
B,1.87350135405e-16
C,-6.93889390391e-18
D,-1.11022302463e-16
E,0.0
F,0.0
A_ext,-0.187050551915
D_ext,0.286197160539
E_ext,-0.124366327582
F_ext,0.0252197189587
