,Forward likelihoods
R_1,69.8640462773
R_2,65.2925141847
R_3,4.78166638428
R_4,46.4632711838
R_5,46.4632711838
R_6,9.52273667233
R_7,14.0613759088
R_8,106.883112743
R_9,9.52273667233
