,Net likelihoods
R_1,69.8497324832
R_2,65.2771982145
R_3,4.5725342694
R_4,46.4417485019
R_5,46.4417485019
R_6,9.41772485567
R_7,13.9902591251
R_8,106.873756129
R_9,9.41772485567
