,log Q_r
R_1,-4.246551156328435
R_2,-3.3720862069195476
R_3,-0.7579979172012603
R_4,-2.2250797655744403
R_5,-3.838662134295749
R_6,0.9734824627193319
R_7,-1.8366405580293907
R_8,-4.6717358334111445
R_9,-2.2536822747232925
