,Backward rate
R_1,1.0143135139931592
R_2,1.0153156914962627
R_3,1.2091321141595621
R_4,1.0215223763006724
R_5,1.0215223763006724
R_6,1.105011829379903
R_7,1.071116795797412
R_8,1.009356014995622
R_9,1.105011829379903
