,fullS*net_likelihood
A,-6.90508095147e-10
B,1.31698030259e-09
C,-7.03046509898e-11
D,-3.4378899727e-10
E,0.0
F,0.0
A_ext,-69.8497324832
D_ext,106.873756129
E_ext,-46.4417485019
F_ext,9.41772485567
