,Normalized Concentrations
A,0.007001949048514575
B,0.00024029266498366912
C,0.0032811390340778943
D,0.0005228556120449398
E,0.010528412634634294
F,4.6583751071152996e-05
A_ext,0.4891844917824189
D_ext,4.891844917824179e-06
E_ext,0.4891844917824189
F_ext,4.891844917824179e-06
