,Forward Log likelihoods
R_1,4.246551153493574
R_2,4.178877388148769
R_3,1.5647891015589137
R_4,3.838662126891012
R_5,3.838662126891012
R_6,2.2536822744093805
R_7,2.6434317422586364
R_8,4.6717358274801875
R_9,2.2536822744093805
