,Forward rate
R_1,70.8640459972251
R_2,66.29251390601641
R_3,5.781666383561862
R_4,47.463270878167705
R_5,47.463270878167705
R_6,10.522736685047974
R_7,15.061375920938085
R_8,107.88311214421415
R_9,10.522736685047974
