,Forward probabilities
R_1,0.187088882182
R_2,0.174846779444
R_3,0.0128048212195
R_4,0.124423962097
R_5,0.124423962097
R_6,0.025500930218
R_7,0.0376549492008
R_8,0.286222214728
R_9,0.025500930218
