,Backward probabilities
R_1,3.83301495763e-05
R_2,4.10138800435e-05
R_3,0.000560034749033
R_4,5.76347571418e-05
R_5,5.76347571418e-05
R_6,0.000281211107862
R_7,0.000190443620037
R_8,2.5054466317e-05
R_9,0.000281211107862
