,Backward likelihoods
R_1,0.0143135139932
R_2,0.0153156914963
R_3,0.20913211416
R_4,0.0215223763007
R_5,0.0215223763007
R_6,0.10501182938
R_7,0.0711167957974
R_8,0.00935601499562
R_9,0.10501182938
