,Entropy of Concentrations
A,0.0347515555351
B,0.00199797560813
C,0.0186373681548
D,0.00391428128837
E,0.0475945577834
F,0.000465345094143
A_ext,0.349756196107
D_ext,5.9824413422e-05
E_ext,0.349756196107
F_ext,5.9824413422e-05
