,Entropy
A,0.000278875616192
B,2.17438722709e-08
C,3.77071331859e-06
D,1.84657978681e-08
E,0.0001457470574
F,5.82230454929e-12
A_ext,0.193950662041
D_ext,2.45004918351e-13
E_ext,0.333190833622
F_ext,2.95333027486e-13
