,fullS*net_flux
A,0.0013472194966874795
B,-0.003954358844717731
C,0.0004670480670920796
D,-0.0004567393044254686
E,-0.0006277486058507975
F,-0.005497495014858522
A_ext,-63.474691568258216
D_ext,110.66980523896333
E_ext,-50.34325625824732
F_ext,3.1568646617482745
