,Forward likelihoods
R_1,63.49044197050718
R_2,56.66031301916524
R_3,6.974068688321079
R_4,50.36373956183579
R_5,50.36311206062102
R_6,3.441904029855104
R_7,10.080779167265534
R_8,110.67884038964326
R_9,3.446974174973103
