,fullS*forward_rate
A,-1.14393973698
B,-2.58723460238
C,1.33519355091
D,2.12941790129
E,-0.000627501214765
F,-0.005070145118
A_ext,-64.4904419705
D_ext,111.67884039
E_ext,-51.3631120606
F_ext,4.44697417497
