,fullS*backward_rate
A,-1.14528695648
B,-2.58328024354
C,1.33472650284
D,2.1298746406
E,2.47391083841e-07
F,0.000427349896861
A_ext,-1.01575040225
D_ext,1.00903515068
E_ext,-1.01985580237
F_ext,1.29010951322
