,Backward rate
R_1,1.015750402248964
R_2,1.017649037689957
R_3,1.1433883210348388
R_4,1.0198555549826123
R_5,1.019855802373696
R_6,1.2905368631216885
R_7,1.09919868131297
R_8,1.0090351506799269
R_9,1.290109513224828
