,Backward likelihoods
R_1,0.015750402249
R_2,0.01764903769
R_3,0.143388321035
R_4,0.0198555549826
R_5,0.0198558023737
R_6,0.290536863122
R_7,0.099198681313
R_8,0.00903515067993
R_9,0.290109513225
