,fullS*net_likelihood
A,0.00134721949669
B,-0.00395435884473
C,0.000467048067092
D,-0.000456739304411
E,-0.000627748605858
F,-0.00549749501486
A_ext,-63.4746915683
D_ext,110.669805239
E_ext,-50.3432562582
F_ext,3.15686466175
