,Normalized Concentrations
A,0.006572033178783849
B,0.00024710868442391956
C,0.0022381200103462674
D,0.0005166489362314376
E,0.011038567264024942
F,0.00019616795687562457
A_ext,0.41748395421705975
D_ext,4.654154384946808e-06
E_ext,0.5616461519524316
F_ext,5.65936454375673e-05
