,Forward rate
R_1,64.4904419705
R_2,57.6603130192
R_3,7.97406868832
R_4,51.3637395618
R_5,51.3631120606
R_6,4.44190402986
R_7,11.0807791673
R_8,111.67884039
R_9,4.44697417497
