,fullS*net_likelihood
A,-1.7763568394e-14
B,4.97379915032e-14
C,7.1054273576e-15
D,-4.26325641456e-14
E,0.0
F,0.0
A_ext,-69.8497327634
D_ext,106.873756728
E_ext,-46.4417488076
F_ext,9.41772484281
