,Net flux
R_1,102.62888960858378
R_2,98.25031081409362
R_3,4.387692401279715
R_4,73.07361144734419
R_5,72.94664287680686
R_6,12.934700251409392
R_7,17.025684155340127
R_8,163.26711224259904
R_9,13.0683486669743
