,fullS*net_probabilities
A,-1.63166303133e-05
B,-0.0012401838938
C,0.000531214805932
D,-0.000168661138917
E,-0.000227319356069
F,-0.000239278678473
A_ext,-0.183742582917
D_ext,0.292306786358
E_ext,-0.130600697605
F_ext,0.0233970390569
