,fullS*net_flux
A,-0.009113606789561857
B,-0.6927011360693527
C,0.2967084973489804
D,-0.09420519257054139
E,-0.12696857053732913
F,-0.1336484155649078
A_ext,-102.62888960858378
D_ext,163.26711224259904
E_ext,-72.94664287680686
F_ext,13.0683486669743
