,Backward rate
R_1,1.00974292014
R_2,1.01017703069
R_3,1.21716212619
R_4,1.01368226882
R_5,1.0137060748
R_6,1.07685476477
R_7,1.05853355518
R_8,1.00612470248
R_9,1.07607787202
