,Total Macroscopic Entropy Production Net Flux
R_1,300.0928848384308
R_2,300.0928848384308
R_3,300.0928848384308
R_4,300.0928848384308
R_5,300.0928848384308
R_6,300.0928848384308
R_7,300.0928848384308
R_8,300.0928848384308
R_9,300.0928848384308
