,Entropy of Concentrations
A,0.03923168717705931
B,0.002031797144922764
C,0.018607548134185158
D,0.0032116473926915145
E,0.043377146346818204
F,0.0004329988421657737
A_ext,0.34973888155635324
D_ext,5.983123033760763e-05
E_ext,0.34973888155635324
F_ext,5.983123033760763e-05
