,Thermodynamic driving force
R_1,10.1486894108
R_2,10.6973142517
R_3,4.2835810182
R_4,10.4209100391
R_5,9.83318908882
R_6,5.88837810957
R_7,7.11778096624
R_8,10.9899864439
R_9,5.39192283357
