,Backward probabilities
R_1,1.7443327297984273e-05
R_2,1.8220541133932343e-05
R_3,0.00038879822368640586
R_4,2.4496176689329045e-05
R_5,2.4538797940832598e-05
R_6,0.00013759763982017917
R_7,0.00010479609256641568
R_8,1.0965417811972715e-05
R_9,0.00013620672269762997
