,Normalized Concentrations
A,0.0081584867209
B,0.000244289927396
C,0.00324745685471
D,0.000412046900583
E,0.00926579942221
F,4.30732861513e-05
A_ext,0.489309530349
D_ext,4.89309530349e-06
E_ext,0.489309530349
F_ext,4.89309530349e-06
