,fullS*backward_rate
A,-1.217596236739827
B,-2.1572147676656255
C,1.2354833357831752
D,2.079773390332818
E,2.3805977068969142e-05
F,0.0007768927461355712
A_ext,-1.00974292013994
D_ext,1.0061247024846842
E_ext,-1.0137060747977413
F_ext,1.0760778720192512
