,Normalized absolute activities
A,3.44618116763e-05
B,7.7902887293e-10
C,4.75337968572e-07
D,3.85291571626e-10
E,6.3939493236e-06
F,3.53846156022e-15
A_ext,0.880760672641
D_ext,6.49978572912e-15
E_ext,0.119197995096
F_ext,1.61113580239e-17
