,Forward rate
R_1,70.8640462773
R_2,66.2925141847
R_3,5.78166638428
R_4,47.4632711838
R_5,47.4632711838
R_6,10.5227366723
R_7,15.0613759088
R_8,107.883112743
R_9,10.5227366723
