,fullS*net_probabilities
A,-3.64291929955e-17
B,1.31838984174e-16
C,1.38777878078e-17
D,-1.66533453694e-16
E,0.0
F,0.0
A_ext,-0.187050551915
D_ext,0.286197160539
E_ext,-0.124366327582
F_ext,0.0252197189587
