,Normalized Concentrations
A,0.00700194904033
B,0.00024029266443
C,0.00328113902976
D,0.000522855611876
E,0.0105284126434
F,4.65837509945e-05
A_ext,0.489184491785
D_ext,4.89184491785e-06
E_ext,0.489184491785
F_ext,4.89184491785e-06
