,Backward rate
R_1,0.0828462225436
R_2,0.089311142483
R_3,2528111.03293
R_4,31.0114414455
R_5,139854811.723
R_6,104859567.368
R_7,1.24746631268
R_8,20.714802418
R_9,1.69982181164
