,logK - logQ
R_1,4.27429549754
R_2,4.29367966191
R_3,0.736151688251
R_4,2.94608443405
R_5,1.4433037277
R_6,2.00383521071
R_7,1.87659631892
R_8,6.39397821125
R_9,1.3999956394
