,fullS*net_flux
A,1.74162286014
B,-9.14651345501
C,-2.0655258732
D,22.3443505903
E,0.781040558107
F,0.330777059556
A_ext,-5.64210441165
D_ext,-7.58876127174
E_ext,-5.12693238258
F_ext,4.37204632604
