,Forward rate
R_1,6.72495063419
R_2,5.69433628314
R_3,2528111.32839
R_4,36.3573332699
R_5,139854817.85
R_6,104859573.07
R_7,8.31127198232
R_8,14.1260411463
R_9,7.07186813768
