,fullS*backward_rate
A,-1.03834905986
B,-1.81526003546
C,0.863225299141
D,2.11715602506
E,-0.0282826688187
F,-0.164693949114
A_ext,-1.17467399527
D_ext,1.07618443283
E_ext,-1.00000000715
F_ext,1.16469395865
