,Backward probabilities
R_1,0.000102044846396
R_2,0.000134159539477
R_3,0.00705164161936
R_4,0.00618489829424
R_5,0.00705163939568
R_6,0.00705163933793
R_7,0.00120316723807
R_8,0.0111285132
R_9,0.00197410922309
