,Backward likelihoods
R_1,0.17467399527
R_2,0.213022659581
R_3,3.95552357336e-07
R_4,0.0282826759689
R_5,7.15027213593e-09
R_6,9.53656380868e-09
R_7,0.136775105948
R_8,0.0761844328277
R_9,0.164693958651
