,Forward probabilities
R_1,2.31551976679e-08
R_2,1.89867636424e-08
R_3,0.0102252225601
R_4,1.43006655112e-07
R_5,0.565658314962
R_6,0.4241161669
R_7,2.95712502643e-08
R_8,5.30897289356e-08
R_9,2.45583439797e-08
