,Net Reaction Entropy Production
R_1,3.92206394199e-07
R_2,3.19592225612e-07
R_3,0.0468611500878
R_4,2.2512198636e-06
R_5,0.322292347657
R_6,0.363784744193
R_7,5.0086922554e-07
R_8,8.82572705265e-07
R_9,4.16241686061e-07
