,Net flux
R_1,5.64210441165
R_2,4.60502514065
R_3,-0.704543589149
R_4,4.34589182448
R_5,5.12693238258
R_6,4.7028233856
R_7,6.06380566964
R_8,-7.58876127174
R_9,4.37204632604
