,Forward Entropy Production
R_1,4.07092608313e-07
R_2,3.37575615134e-07
R_3,0.0468611500878
R_4,2.25383846465e-06
R_5,0.322292347657
R_6,0.363784744193
R_7,5.1266089265e-07
R_8,8.89321039609e-07
R_9,4.30316562713e-07
