,fullS*net_probabilities
A,0.434464574695
B,0.282744725784
C,2.98650269138e-09
D,-1.27200224239e-10
E,4.59674719264e-05
F,-1.26908645252e-14
A_ext,-0.717209303483
D_ext,1.60706613089e-10
E_ext,-4.59674876978e-05
F_ext,-5.80976144353e-15
