,Forward likelihoods
R_1,77738178367.9
R_2,30646646411.3
R_3,323.924386903
R_4,2.17023403777
R_5,4982407.1445
R_6,0.998997862999
R_7,1.11206808
R_8,17.4761796066
R_9,0.999685190106
