,Net likelihoods
R_1,77738178367.9
R_2,30646646411.3
R_3,323.921299763
R_4,1.70945424048
R_5,4982407.1445
R_6,-0.00200527928805
R_7,0.212842557773
R_8,17.4189588626
R_9,-0.000629718924697
