,Net flux
R_1,5.86181026895
R_2,4.67751780652
R_3,1.18429363456
R_4,4.72305335771
R_5,4.72305335771
R_6,-0.0227666003102
R_7,1.16152468675
R_8,10.4814291139
R_9,-0.0227666003102
