,Thermodynamic driving force
R_1,10.1228984931
R_2,17.3273777242
R_3,7.87808382004
R_4,-7.62099103033
R_5,8.93953790449
R_6,-17.6510733579
R_7,-2.46209133731
R_8,-11.2274531833
R_9,-8.93705897115
