,Reaction Entropy Production
R_1,0.238391454256
R_2,0.35716619619
R_3,5.8660892097e-08
R_4,6.0454840496e-10
R_5,0.00045910378613
R_6,4.68845036983e-10
R_7,4.71283708784e-10
R_8,3.65046625228e-09
R_9,4.68844841281e-10
