,Entropy of Concentrations
A,0.0244301136368
B,0.000108192948595
C,0.00328301925081
D,0.015259425571
E,0.0324911750153
F,0.0324911750266
A_ext,0.353092147962
D_ext,0.341169736943
E_ext,0.341273925699
F_ext,0.341169736946
